"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
63,168,0,Eu,,0,keV,,,,440,ms,48,,,,,,,,-39250,keV,400,"B- = 100 ,B-N = 3.95 0.83",
63,169,0,Eu,,0,keV,-1,,,389,ms,90,,,,,,,,-35660,keV,500.000999999,"B- = 100 0,B-N = 14.6 +5.8-5.1",
63,170,0,Eu,,0,keV,0,,,197,ms,+74-71,,,,,,,,-30860,keV,500,"B- = 100 0,B-N = 24 ",
64,134,0,Gd,,0,keV,,"0+",,,,,,,,,,,,-41530,keV,400,"EC+B+?,ECP?",
64,135,0,Gd,,0,keV,,"(5/2+)",,1.1,s,0.2,,,,,,,,-44250,keV,400,"EC+B+ = 100 ,ECP =~ 2 ",
64,136,0,Gd,,0,keV,,"0+",,,,,,,,,,,,-49090,keV,298,"EC+B+?,ECP?",
64,137,0,Gd,,0,keV,,"(7/2)",,2.2,s,0.2,,,,,,,,-51214,keV,298,"EC+B+ = 100 ,ECP =~ 2 ",
64,138,0,Gd,,0,keV,,"0+",,4.7,s,0.9,,,,,,,,-55660,keV,200,"EC+B+ = 100 ,ECP?",
64,139,0,Gd,,0,keV,,"(9/2-)",,5.6,s,0.3,,,,,,,,-57632,keV,196,"EC+B+ = 100 ,ECP = 0 ",
64,139,1,Gd,,250,keV,150,"(1/2+)",,4.8,s,0.9,,,,,,,,-57382,keV,246.81166909204273,"EC+B+ = 100 ,ECP = 0 ",
64,140,0,Gd,,0,keV,,"0+",,15.8,s,0.4,,,,,,,,-61782.278,keV,27.945,"EC+B+ = 100 0",
64,141,0,Gd,,0,keV,,"1/2+",,17,s,3,,,,,,,,-63224.231,keV,19.76,"EC+B+ = 100 ,ECP = 0.03 0.01",
64,141,1,Gd,,377.76,keV,0.09,"11/2-",,24.4,s,0.5,,,,,,,,-62846.471,keV,19.76020495845122,"EC+B+ = 89 2,IT = 11 2",
64,142,0,Gd,,0,keV,,"0+",,70.2,s,0.6,,,,,,,,-66959.522,keV,27.945,"EC+B+ = 100 0",
64,143,0,Gd,,0,keV,,"(1/2)+",,39,s,2,,,,,,,,-68231.311,keV,200.301,"EC+B+ = 100 ",
64,143,1,Gd,,152.6,keV,0.5,"11/2-",,110,s,2,,,,,,,,-68078.711,keV,200.30162405981633,"EC+B+ = 100 ",
64,144,0,Gd,,0,keV,0,"0+",,4.48,m,0.05,,,,,,,,-71759.511,keV,27.945,"EC+B+ = 100 0",
64,145,0,Gd,,0,keV,,"1/2+",,23.2,m,0.5,,,,,,,,-72926.626,keV,19.716,"EC+B+ = 100 ",
64,145,1,Gd,,749.1,keV,0.2,"11/2-",,85,s,3,,,,,,,,-72177.526,keV,19.7170143784499,"IT = 94.3 0.5,EC+B+ = 5.7 0.5",
64,146,0,Gd,,0,keV,,"0+",,48.27,d,0.09,,,,,,,,-76085.823,keV,4.076,"EC+B+ = 100 ",
64,147,0,Gd,,0,keV,,"7/2-",,38.06,h,0.12,,,,,,,,-75356.928,keV,1.887,"EC+B+ = 100 ",
64,148,0,Gd,,0,keV,,"0+",,86.9,y,3.9,,,,,,,,-76269.419,keV,1.46,"A = 100 ",
64,149,0,Gd,,0,keV,,"7/2-",,9.28,d,0.09,,,,,,,,-75127.173,keV,3.31,"EC+B+ = 100 ,A = 0.00042 0.00009",
64,150,0,Gd,,0,keV,,"0+",,1786800,y,76504,,,,,,,,-75764.051,keV,6.055,"A = 100 ",
64,151,0,Gd,,0,keV,,"7/2-",,124.5,d,0.9,,,,,,,,-74188.92,keV,2.993,"EC = 100 ,A =~ 8e-7 ",
64,152,0,Gd,,0,keV,,"0+",,108000000000000,y,8000000000000,,,,,,0.2,0.03,-74707.304,keV,1.007,"A = 100 ",
64,153,0,Gd,,0,keV,,"3/2-",,240.41,d,0.93,,,,,,,,-72882.944,keV,1.002,"EC = 100 ",
64,154,0,Gd,,0,keV,,"0+",,STABLE,,,,,,,,2.18,0.02,-73706.358,keV,0.994,,
64,155,0,Gd,,0,keV,,"3/2-",,STABLE,,,,,,,,14.8,0.09,-72070.298,keV,0.983,,
64,156,0,Gd,,0,keV,,"0+",,STABLE,,,,,,,,20.47,0.03,-72535.333,keV,0.983,,
64,157,0,Gd,,0,keV,,"3/2-",,STABLE,,,,,,,,15.65,0.04,-70823.896,keV,0.977,,
64,158,0,Gd,,0,keV,,"0+",,STABLE,,,,,,,,24.84,0.08,-70689.969,keV,0.976,,
64,159,0,Gd,,0,keV,,"3/2-",,18.479,h,0.004,,,,,,,,-68561.857,keV,0.98,"B- = 100 ",
64,160,0,Gd,,0,keV,,"0+",,STABLE,,,,,,,,21.86,0.03,-67942.06,keV,1.123,,
64,161,0,Gd,,0,keV,,"5/2-",,3.66,m,0.05,,,,,,,,-65506.142,keV,1.504,"B- = 100 ",
64,162,0,Gd,,0,keV,,"0+",,8.39,m,0.2,,,,,,,,-64280.72,keV,3.963,"B- = 100 ",
64,163,0,Gd,,0,keV,,"(7/2+)",,68,s,3,,,,,,,,-61388.591,keV,0.797,"B- = 100 ",
64,163,1,Gd,,137.8,keV,0.2,"(1/2-)",,23.5,s,1,,,,,,,,-61250.791,keV,0.8217110197630308,"B-?,IT?",
64,164,0,Gd,,0,keV,,"0+",,45,s,3,,,,,,,,-59693.688,keV,1,"B- = 100 ",
64,165,0,Gd,,0,keV,,,,11.6,s,1,,,,,,,,-56525.782,keV,1.304,"B- = 100 ",
64,166,0,Gd,,0,keV,,"0+",,5,s,0.8,,,,,,,,-54370.926,keV,1.584,"B- = 100 ",
64,167,0,Gd,,0,keV,,,,4.26,s,+0.18-0.32,,,,,,,,-50775.732,keV,5.213,"B- = 100 ",
64,168,0,Gd,,0,keV,,"0+",,3.02,s,0.15,,,,,,,,-48150,keV,300,"B- = 100 ",
64,169,0,Gd,,0,keV,,,,0.892,s,+0.09-0.092,,,,,,,,-43890,keV,400,"B- = 100 ,B-N = 0.7 ",
64,170,0,Gd,,0,keV,,"0+",,0.616,s,0.11,,,,,,,,-40850,keV,500,"B- = 100 ,B-N = 3 ",
64,171,0,Gd,,0,keV,0,,,0.392,s,+0.145-0.135,,,,,,,,-36210,keV,500,"B- = 100 0,B-N = 10 ",
64,172,0,Gd,,0,keV,0,"0+",,0.163,s,+0.113-0.099,,,,,,,,-32970,keV,300,"B- = 100 0,B-N = 50 ",
65,135,0,Tb,,0,keV,,"(7/2-)",,0.94,ms,+0.33-0.22,,,,,,,,-33053,keV,400,"P =~ 100 ",
65,138,0,Tb,,0,keV,,,,,,,,,,,,,,-43600,keV,300,"EC+B+?,ECP?",
65,139,0,Tb,,0,keV,,,,1.6,s,0.2,,,,,,,,-48130,keV,298,"EC+B+ = 100 0,ECP?",
65,140,0,Tb,,0,keV,,"(7+)",,2.3,s,0.1,,,,,,,,-50482.278,keV,800.488,"EC+B+ = 100 0,ECP = 0.26 0.13",
65,141,0,Tb,,0,keV,,"(5/2-)",,3.5,s,0.2,,,,,,,,-54540.843,keV,105.259,"EC+B+ = 100 ,ECP?",
65,142,0,Tb,,0,keV,,"1+",,597,ms,17,,,,,,,,-56559.522,keV,700.558,"EC+B+ = 100 ,ECP = 0.0022 0.0011",
65,142,1,Tb,,279.7,keV,0.4,"5-",,303,ms,17,,,,,,,,-56279.822,keV,700.5581141946755,"IT = 100 ",
65,143,0,Tb,,0,keV,,"(11/2-)",,12,s,1,,,,,,,,-60419.192,keV,51.232,"EC+B+ = 100 ",
65,143,1,Tb,,0,keV,,,,17,s,4,,,,,,,,-60419.192,keV,51.232,"EC+B+?,IT?",
65,144,0,Tb,,0,keV,0,"1+",~,1,s,,,,,,,,,-62368.188,keV,27.945,"EC+B+ = 100 0",
65,144,1,Tb,,396.9,keV,0.5,"(6-)",,4.29,s,0.14,,,,,,,,-61971.288,keV,27.949472714167616,"EC+B+ =~ 34 ,IT =~ 66 ",
65,145,0,Tb,,0,keV,,"(11/2-)",,30.9,s,0.6,,,,,,,,-66399.693,keV,110.896,"EC+B+ = 100 0",
65,146,0,Tb,,0,keV,,"1+",,8,s,4,,,,,,,,-67763.644,keV,44.86,"EC+B+ = 100 ",
65,146,1,Tb,,0,keV,,"5-",,24.1,s,0.5,,,,,,,,-67763.644,keV,44.86,"EC+B+ = 100 ",
65,147,0,Tb,,0,keV,,"(1/2+)",,1.64,h,0.03,,,,,,,,-70742.674,keV,8.096,"EC+B+ = 100 ",
65,147,1,Tb,,50.6,keV,0.9,"(11/2-)",,1.83,m,0.06,,,,,,,,-70692.074,keV,8.14587110136172,"EC+B+ = 100 ",
65,148,0,Tb,,0,keV,,"2-",,60,m,1,,,,,,,,-70536.947,keV,12.463,"EC+B+ = 100 ",
65,148,1,Tb,,90.1,keV,0.3,"(9)+",,2.21,m,0.05,,,,,,,,-70446.847,keV,12.466610164756094,"EC+B+ = 100 ",
65,149,0,Tb,,0,keV,,"1/2+",,4.12,h,0.02,,,,,,,,-71488.639,keV,3.629,"EC+B+ = 83.3 1.7,A = 16.7 1.7",
65,149,1,Tb,,35.78,keV,0.13,"11/2-",,4.17,m,0.05,,,,,,,,-71452.859,keV,3.6313277186175306,"EC+B+ = 99.978 0.003,A = 0.022 0.003",
65,150,0,Tb,,0,keV,,"(2)-",,3.48,h,0.16,,,,,,,,-71105.789,keV,7.371,"EC+B+ = 100 ",
65,150,1,Tb,,461,keV,27,"9+",,5.8,m,0.2,,,,,,,,-70644.789,keV,27.988062473133077,"EC+B+ =~ 100 ,IT?",
65,151,0,Tb,,0,keV,,"1/2(+)",,17.609,h,0.014,,,,,,,,-71623.541,keV,4.094,"EC+B+ = 99.9905 0.0015,A = 0.0095 0.0015",
65,151,1,Tb,,99.53,keV,0.05,"(11/2-)",,25,s,3,,,,,,,,-71524.011,keV,4.094305313481153,"IT = 93.4 2,EC+B+ = 6.6 2",
65,152,0,Tb,,0,keV,,"2-",,17.48,h,0.09,,,,,,,,-70717.304,keV,40.013,"EC+B+ = 100 ",
65,152,1,Tb,,501.74,keV,0.19,"8+",,4.1,m,0.1,,,,,,,,-70215.564,keV,40.01345110084857,"IT = 78.9 0.6,EC+B+ = 21.1 0.6",
65,153,0,Tb,,0,keV,,"5/2+",,2.34,d,0.01,,,,,,,,-71313.61,keV,3.947,"EC+B+ = 100 ",
65,154,0,Tb,,0,keV,,"0",,21.5,h,0.36,,,,,,,,-70156.707,keV,45.309,"EC+B+ =~ 100 ",
65,154,1,Tb,,12,keV,7,"3-",,9.994,h,0.039,,,,,,,,-70144.707,keV,45.8465427377027,"EC+B+ = 78.2 0.7,IT = 21.8 0.7",
65,154,2,Tb,,200,keV,150,"7-",,22.7,h,0.5,,,,,,,,-69956.707,keV,156.6936676480578,"EC+B+ = 98.2 0.6,IT = 1.8 0.6",
65,155,0,Tb,,0,keV,,"3/2+",,5.32,d,0.06,,,,,,,,-71250.439,keV,9.83,"EC = 100 ",
65,156,0,Tb,,0,keV,,"3-",,5.35,d,0.1,,,,,,,,-70091.01,keV,3.768,"EC+B+ = 100 ",
65,156,1,Tb,,0,keV,,"(7-)",,24.4,h,1,,,,,,,,-70091.01,keV,3.768,"IT = 100 ",
65,156,2,Tb,,88.4,keV,0.5,"(0+)",,5.2,h,0.2,,,,,,,,-70002.61,keV,3.801029334272494,"EC+B+ = 0 ,IT = 100 ",
65,157,0,Tb,,0,keV,,"3/2+",,71,y,7,,,,,,,,-70763.848,keV,1.018,"EC = 100 ",
65,158,0,Tb,,0,keV,,"3-",,180,y,11,,,,,,,,-69470.883,keV,1.268,"EC+B+ = 83.4 0.7,B- = 16.6 0.7",
65,158,1,Tb,,110.3,keV,1.2,"0-",,10.7,s,0.2,,,,,,,,-69360.583,keV,1.7458018215135418,"IT = 100 ,B- = 0.6 ,EC+B+ = 0.01 ",
65,159,0,Tb,,0,keV,,"3/2+",,STABLE,,,,,,,,100,0,-69532.582,keV,1.103,,
65,160,0,Tb,,0,keV,,"3-",,72.3,d,0.2,,,,,,,,-67836.474,keV,1.11,"B- = 100 ",
65,161,0,Tb,,0,keV,,"3/2+",,6.9584,d,0.0053,,,,,,,,-67461.778,keV,1.218,"B- = 100 ",
65,162,0,Tb,,0,keV,,"1-",,7.6,m,0.17,,,,,,,,-65879.548,keV,2.049,"B- = 100 ",
65,162,1,Tb,,285.5,keV,3.2,,,,,,,,,,,,,-65594.048,keV,3.7997895994383692,"B-?,IT?",
65,163,0,Tb,,0,keV,,"3/2+",,19.5,m,0.3,,,,,,,,-64595.754,keV,4.06,"B- = 100 ",
65,164,0,Tb,,0,keV,,"(5+)",,3,m,0.1,,,,,,,,-62104.983,keV,1.863,"B- = 100 ",
65,164,1,Tb,,145,keV,12,,,,,,,,,,,,,-61959.983,keV,12.14375432063742,"B-?,IT?",
65,165,0,Tb,,0,keV,,"(3/2+)",,2.11,m,0.1,,,,,,,,-60588.849,keV,1.541,"B- = 100 ",
65,166,0,Tb,,0,keV,,"(1-)",,27.1,s,1.5,,,,,,,,-57808.778,keV,1.463,"B- = 100 ",
65,167,0,Tb,,0,keV,,"(3/2+)",,18.9,s,1.6,,,,,,,,-55883.082,keV,1.929,"B- = 100 ",
65,168,0,Tb,,0,keV,,"(4-)",,9.4,s,0.4,,,,,,,,-52781.181,keV,4.192,"B- = 100 ",
65,169,0,Tb,,0,keV,,,,5.13,s,0.32,,,,,,,,-50480,keV,300,"B- = 100 ",
65,170,0,Tb,,0,keV,0,,,0.96,s,0.08,,,,,,,,-46710,keV,300,"B- = 100 0,B-N?",
65,171,0,Tb,,0,keV,,,,1.24,s,+0.09-0.1,,,,,,,,-43770,keV,400,"B- = 100 ,B-N?",
65,172,0,Tb,,0,keV,,,,0.76,s,0.19,,,,,,,,-39690,keV,500,"B- = 100 ,B-N?",
65,173,0,Tb,,0,keV,0,,,,,,,,,,,,,-36510,keV,500,"B- = 100 0,B-N?",
65,174,0,Tb,,0,keV,0,,,,,,,,,,,,,-31970,keV,500,"B- = 100 0,B-N?",
66,139,0,Dy,,0,keV,,"(7/2+)",,0.6,s,0.2,,,,,,,,-37700,keV,500,"EC+B+ = 100 ,ECP =~ 11 ",
66,140,0,Dy,,0,keV,,"0+",,,,,,,,,,,,-42830,keV,401,"EC+B+?,ECP?",
66,141,0,Dy,,0,keV,,"(9/2-)",,1,s,0.1,,,,,,,,-45382,keV,298,"EC+B+ = 100 ,ECP?",
66,142,0,Dy,,0,keV,,"0+",,2.3,s,0.3,,,,,,,,-50120,keV,729,"EC+B+ = 100 0,ECP = 0.06 0.03",
66,143,0,Dy,,0,keV,,"(1/2+)",,4.3,s,0.7,,,,,,,,-52168.949,keV,13.041,"EC+B+ = 100 ,ECP?",
66,143,1,Dy,,310.7,keV,0.6,"(11/2-)",,3,s,0.3,,,,,,,,-51858.249,keV,13.05479532585632,"EC+B+ = 100 ,ECP?",
66,144,0,Dy,,0,keV,0,"0+",,9.1,s,0.4,,,,,,,,-56570.091,keV,7.173,"EC+B+ = 100 0,ECP?",
66,145,0,Dy,,0,keV,,"(1/2+)",,9.5,s,1.1,,,,,,,,-58242.607,keV,6.52,"EC+B+ = 100 0,ECP =~ 50 ",
66,145,1,Dy,,118.2,keV,0.2,"(11/2-)",,14.3,s,0.7,,,,,,,,-58124.40700000001,keV,6.523066763417342,"EC+B+ = 100 ,ECP =~ 50 ",
66,146,0,Dy,,0,keV,,"0+",,33.2,s,0.7,,,,,,,,-62554.928,keV,6.695,"EC+B+ = 100 ",
66,146,1,Dy,,2934.5,keV,0.4,"10+",,150,ms,20,,,,,,,,-59620.428,keV,6.70693857136026,"IT = 100 ",
66,147,0,Dy,,0,keV,,"(1/2+)",,67,s,7,,,,,,,,-64196.047,keV,8.849,"EC+B+ = 99.95 0,ECP = 0.05 0",
66,147,1,Dy,,750.5,keV,0.4,"(11/2-)",,55.2,s,0.4,,,,,,,,-63445.547,keV,8.85803595612481,"EC+B+ = 68.9 2.3,IT = 31.1 2.3",
66,148,0,Dy,,0,keV,,"0+",,3.2,m,0.2,,,,,,,,-67859.397,keV,8.724,"EC+B+ = 100 ",
66,149,0,Dy,,0,keV,,"7/2-",,4.2,m,0.1,,,,,,,,-67693.99,keV,9.183,"EC+B+ = 100 ",
66,149,1,Dy,,2661.1,keV,0.4,"(27/2-)",,0.49,s,0.015,,,,,,,,-65032.89000000001,keV,9.191707621546717,"IT = 99.3 0.3,EC+B+ = 0.7 0.3",
66,150,0,Dy,,0,keV,,"0+",,7.17,m,0.05,,,,,,,,-69309.618,keV,4.319,"EC+B+ = 63 4,A = 37 4",
66,151,0,Dy,,0,keV,,"7/2(-)",,18,m,0.4,,,,,,,,-68752.388,keV,3.247,"EC+B+ = 94.4 0.4,A = 5.6 0.4",
66,152,0,Dy,,0,keV,,"0+",,2.38,h,0.02,,,,,,,,-70117.963,keV,4.593,"EC+B+ = 99.9 0.007,A = 0.1 0.007",
66,153,0,Dy,,0,keV,,"7/2(-)",,6.42,h,0.12,,,,,,,,-69143.197,keV,4.001,"EC+B+ = 99.9906 0.0014,A = 0.0094 0.0014",
66,154,0,Dy,,0,keV,,"0+",,2750000,y,1530931,,,,,,,,-70394.015,keV,7.431,"A = 100 ",
66,155,0,Dy,,0,keV,,"3/2-",,9.92,h,0.14,,,,,,,,-69155.939,keV,9.645,"EC+B+ = 100 ",
66,156,0,Dy,,0,keV,,"0+",,STABLE,,,,,,,,0.056,0.003,-70529.386,keV,0.988,,
66,157,0,Dy,,0,keV,,"3/2-",,8.14,h,0.04,,,,,,,,-69424.669,keV,5.154,"EC+B+ = 100 ",
66,158,0,Dy,,0,keV,,"0+",,STABLE,,,,,,,,0.095,0.003,-70407.152,keV,2.337,,
66,159,0,Dy,,0,keV,,"3/2-",,145.3,d,1.4,,,,,,,,-69167.22,keV,1.439,"EC = 100 ",
66,160,0,Dy,,0,keV,,"0+",,STABLE,,,,,,,,2.329,0.018,-69672.425,keV,0.7,,
66,161,0,Dy,,0,keV,,"5/2+",,STABLE,,,,,,,,18.889,0.042,-68055.494,keV,0.697,,
66,162,0,Dy,,0,keV,,"0+",,STABLE,,,,,,,,25.475,0.036,-68181.169,keV,0.695,,
66,163,0,Dy,,0,keV,,"5/2-",,STABLE,,,,,,,,24.896,0.042,-66380.858,keV,0.693,,
66,164,0,Dy,,0,keV,,"0+",,STABLE,,,,,,,,28.26,0.054,-65967.649,keV,0.695,,
66,165,0,Dy,,0,keV,,"7/2+",,2.331,h,0.004,,,,,,,,-63612.289,keV,0.697,"B- = 100 ",
66,165,1,Dy,,108.1552,keV,0.0013,"1/2-",,1.258,m,0.006,,,,,,,,-63504.133799999996,keV,0.6970012123375395,"IT = 97.76 0.11,B- = 2.24 0.11",
66,166,0,Dy,,0,keV,,"0+",,81.63,h,0.17,,,,,,,,-62584.471,keV,0.804,"B- = 100 ",
66,167,0,Dy,,0,keV,,"(1/2-)",,6.2,m,0.08,,,,,,,,-59911.451,keV,4.005,"B- = 100 ",
66,168,0,Dy,,0,keV,,"0+",,8.7,m,0.3,,,,,,,,-58558.398,keV,140.007,"B- = 100 ",
66,169,0,Dy,,0,keV,,"(5/2)-",,39,s,8,,,,,,,,-55596.01,keV,300.669,"B- = 100 ",
66,170,0,Dy,,0,keV,,"0+",,55,s,8,,,,,,,,-53710,keV,200,"B- = 100 ",
66,171,0,Dy,,0,keV,,,,4.1,s,0.4,,,,,,,,-50010,keV,200,"B- = 100 ",
66,172,0,Dy,,0,keV,,"0+",,3.52,s,0.23,,,,,,,,-47760,keV,300,"B- = 100 0",
66,172,1,Dy,,1277.9,keV,0.5,"(8-)",,0.7,s,0.04,,,,,,,,-46482.1,keV,300.0004166663773,"IT = 81 3,B- = 19 3",
66,173,0,Dy,,0,keV,,,,1.43,s,0.2,,,,,,,,-43740,keV,400,"B- = 100 ",
66,174,0,Dy,,0,keV,,"0+",,,,,,,,,,,,-41130,keV,500,"B- = 100 0",
66,175,0,Dy,,0,keV,0,,,,,,,,,,,,,-36730,keV,500,"B- = 100 0,B-N?",
66,176,0,Dy,,0,keV,0,"0+",,,,,,,,,,,,-33610,keV,500,"B- = 100 0,B-N?",
67,140,0,Ho,,0,keV,,"(6-),(0-),(8+)",,6,ms,3,,,,,,,,-29317,keV,500,"P =~ 100 ",
67,141,0,Ho,,0,keV,,"(7/2-)",,4.1,ms,0.1,,,,,,,,-34364,keV,401,"P =~ 100 ",
67,142,0,Ho,,0,keV,,"(7-),(8+)",,0.4,s,0.1,,,,,,,,-37250,keV,401,"EC+B+ =~ 100 ,ECP = 0 ,P =~ 0 ",
67,143,0,Ho,,0,keV,,"(11/2-)",,,,,,,,,,,,-42048,keV,298,"EC+B+?,ECP?",
67,144,0,Ho,,0,keV,0,"(5-)",,0.7,s,0.1,,,,,,,,-44609.521,keV,8.477,"EC+B+ = 100 ,ECP?",
67,145,0,Ho,,0,keV,,"(11/2-)",,2.4,s,0.1,,,,,,,,-49120.113,keV,7.452,"EC+B+ = 100 ,ECP?",
67,146,0,Ho,,0,keV,0,"(6-)",,3.3,s,0.2,,,,,,,,-51238.227,keV,6.587,"EC+B+ = 100 0,ECP?",
67,147,0,Ho,,0,keV,,"(11/2-)",,5.8,s,0.4,,,,,,,,-55757.101,keV,5.001,"EC+B+ = 100 ,ECP?",
67,148,0,Ho,,0,keV,,"(1+)",,2.2,s,1.1,,,,,,,,-57991.166,keV,83.834,"EC+B+ = 100 ,ECP?",
67,148,1,Ho,,250,keV,100,"(5)-",,9.6,s,0.13,,,,,,,,-57741.166,keV,130.4919137571367,"EC+B+ = 100 ,ECP = 0.08 0.01",
67,149,0,Ho,,0,keV,,"(11/2-)",,21,s,0.2,,,,,,,,-61645.854,keV,11.985,"EC+B+ = 100 ",
67,149,1,Ho,,48.8,keV,0.2,"(1/2+)",,56,s,3,,,,,,,,-61597.054,keV,11.986668636447742,"EC+B+ = 100 ",
67,150,0,Ho,,0,keV,,"(2)-",,77,s,2,,,,,,,,-61945.892,keV,14.168,"EC+B+ = 100 ",
67,150,1,Ho,,0,keV,,"(9)+",,23.5,s,0.3,,,,,,,,-61945.892,keV,14.168,"EC+B+ = 100 ",
67,151,0,Ho,,0,keV,,"11/2(-)",,35.2,s,0.2,,,,,,,,-63622.746,keV,8.298,"EC+B+ = 78 2,A = 22 2",
67,151,1,Ho,,41,keV,0.2,"1/2(+)",,47.2,s,1.1,,,,,,,,-63581.746,keV,8.300409869398017,"A = 80 +15-20,EC+B+ = 20 +20-15",
67,152,0,Ho,,0,keV,,"2-",,147,s,4.8,,,,,,,,-63604.636,keV,12.528,"EC+B+ = 88 3,A = 12 3",
67,152,1,Ho,,160,keV,5,"9+",,49.8,s,0.2,,,,,,,,-63444.636,keV,13.488913373582024,"EC+B+ = 89.2 1.7,A = 10.8 1.7",
67,153,0,Ho,,0,keV,,"11/2-",,2.01,m,0.02,,,,,,,,-65012.074,keV,5.066,"EC+B+ = 99.949 0.025,A = 0.051 0.025",
67,153,1,Ho,,68.7,keV,0.3,"1/2+",,9.3,m,0.5,,,,,,,,-64943.374,keV,5.074874973829404,"EC+B+ = 99.82 0.08,A = 0.18 0.08",
67,154,0,Ho,,0,keV,,"2-",,11.76,m,0.18,,,,,,,,-64639.378,keV,8.216,"EC+B+ = 99.982 0.003,A = 0.018 0.003",
67,154,1,Ho,,248,keV,28,"8+",,3.1,m,0.14,,,,,,,,-64391.378,keV,29.18051843268039,"EC+B+ = 100 ,IT =~ 0 ,A = 0.001 ",
67,155,0,Ho,,0,keV,,"5/2+",,48,m,1,,,,,,,,-66039.799,keV,17.47,"EC+B+ = 100 ",
67,156,0,Ho,,0,keV,,"4-",,56,m,1,,,,,,,,-65538.403,keV,38.424,"EC+B+ = 100 ",
67,156,1,Ho,,52.4,keV,0.4,"1-",,9.5,s,1.5,,,,,,,,-65486.003000000004,keV,38.42608197565815,"IT = 100 ",
67,156,2,Ho,,0,keV,,"9+",,7.57,m,0.27,,,,,,,,-65538.403,keV,38.424,"EC+B+ =~ 75 ,IT =~ 25 ",
67,157,0,Ho,,0,keV,,"7/2-",,12.7,m,0.3,,,,,,,,-66832.862,keV,23.469,"EC+B+ = 100 ",
67,158,0,Ho,,0,keV,,"5+",,11.3,m,0.4,,,,,,,,-66187.396,keV,27.106,"EC+B+ = 100 ",
67,158,1,Ho,,67.2,keV,0.01,"2-",,28,m,1,,,,,,,,-66120.196,keV,27.106001844609988,"EC+B+ = 19 ,IT = 81 ",
67,158,2,Ho,,180,keV,,"(9+)",,21.1,m,1.5,,,,,,,,-66007.396,keV,27.106,"EC+B+ = 93 ,IT = 7 ",
67,159,0,Ho,,0,keV,,"7/2-",,33.05,m,0.11,,,,,,,,-67329.62,keV,3.045,"EC+B+ = 100 ",
67,159,1,Ho,,205.91,keV,0.05,"1/2+",,8.3,s,0.08,,,,,,,,-67123.70999999999,keV,3.045410481363719,"IT = 100 ",
67,160,0,Ho,,0,keV,,"5+",,25.6,m,0.3,,,,,,,,-66382.425,keV,15.016,"EC+B+ = 100 ",
67,160,1,Ho,,59.98,keV,0.03,"2-",,4.98,h,0.07,,,,,,,,-66322.445,keV,15.016029968004192,"EC+B+ = 23.8 1.6,IT = 76.2 1.6",
67,160,2,Ho,,195,keV,25,"(9+)",,3.2,s,0.2,,,,,,,,-66187.425,keV,29.16299463361059,"IT = 100 ",
67,161,0,Ho,,0,keV,,"7/2-",,2.48,h,0.05,,,,,,,,-67196.294,keV,2.151,"EC = 100 ",
67,161,1,Ho,,211.15,keV,0.03,"1/2+",,6.77,s,0.07,,,,,,,,-66985.144,keV,2.1512091948483296,"IT = 100 ",
67,162,0,Ho,,0,keV,,"1+",,15,m,1,,,,,,,,-66040.563,keV,3.102,"EC+B+ = 100 ",
67,162,1,Ho,,105.87,keV,0.06,"6-",,67.1,m,0.8,,,,,,,,-65934.693,keV,3.1025802165294616,"EC+B+ = 38 ,IT = 62 ",
67,163,0,Ho,,0,keV,,"7/2-",,4570,y,25,,,,,,,,-66378.027,keV,0.693,"EC = 100 ",
67,163,1,Ho,,297.88,keV,0.07,"1/2+",,1.09,s,0.03,,,,,,,,-66080.147,keV,0.6965263814099218,"IT = 100 ",
67,164,0,Ho,,0,keV,,"1+",,28.8,m,0.4,,,,,,,,-64980.517,keV,1.39,"B- = 40 5,EC+B+ = 60 5",
67,164,1,Ho,,139.78,keV,0.07,"6-",,36.6,m,0.3,,,,,,,,-64840.737,keV,1.3917614738165442,"IT = 100 ",
67,165,0,Ho,,0,keV,,"7/2-",,STABLE,,,,,,,,100,0,-64898.017,keV,0.786,,
67,166,0,Ho,,0,keV,,"0-",,26.808,h,0.008,,,,,,,,-63070.339,keV,0.786,"B- = 100 ",
67,166,1,Ho,,5.969,keV,0.012,"7-",,1132.6,y,3.9,,,,,,,,-63064.37,keV,0.786091597716195,"B- = 100 ",
67,167,0,Ho,,0,keV,,"7/2-",,2.9675,h,0.0355,,,,,,,,-62279.459,keV,5.189,"B- = 100 ",
67,168,0,Ho,,0,keV,,"3+",,2.99,m,0.07,,,,,,,,-60059.231,keV,30.001,"B- = 100 ",
67,168,1,Ho,,59,keV,,"(6+)",,132,s,4,,,,,,,,-60000.231,keV,30.001,"IT =~ 100 ",
67,169,0,Ho,,0,keV,,"7/2-",,4.7,m,0.1,,,,,,,,-58796.01,keV,20.048,"B- = 100 ",
67,170,0,Ho,,0,keV,,"(6+)",,2.76,m,0.05,,,,,,,,-56237.514,keV,50.019,"B- = 100 ",
